food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,food_category,Protein,Dietary Fiber,Sodium,Cholesterol,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,is_vegan,is_vegetarian,is_eggetarian,is_non_veg,is_high_protein,is_low_carb,is_high_fiber,protein_per_cal,fiber_per_cal,sugar_per_cal,fat_per_cal
taco salad,212,11.2,5.2,3.9,1.3,17.9,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.1320754716981132,0.0,0.0,0.47547169811320755
succotash,213,1.5,0.3,0.3,0.7,46.8,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.13145539906103287,0.0,0.0,0.06338028169014084
nachos with cheese jalapeno peppers,608,34.1,14.0,14.4,4.0,60.1,0.0,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,True,False,False,0.11842105263157894,0.0,0.0,0.5047697368421054
biscuit with egg ham,442,27.0,5.9,11.0,7.7,31.4,4.2,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.06334841628959276,0.0,0.03800904977375566,0.5497737556561086
ladyfingers,103,2.6,0.9,1.1,0.4,16.9,7.2,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,False,False,0.27184466019417475,0.0,0.2796116504854369,0.2271844660194175
mozzarella steak fried,102,5.9,2.2,1.5,1.6,7.7,0.7,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,False,False,0.27450980392156865,0.0,0.027450980392156862,0.5205882352941177
tamale navajo,285,11.4,4.5,5.1,1.3,33.7,1.8,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.09824561403508772,0.0,0.02526315789473684,0.36000000000000004
blueberry pancakes,84,3.5,0.8,0.9,1.6,11.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,False,False,0.3333333333333333,0.0,0.0,0.375
chimichanga with beef cheese,443,23.4,11.2,9.4,0.7,39.3,0.0,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,False,False,0.16252821670428894,0.0,0.0,0.4753950338600451
egg cheese sandwich,340,19.4,6.6,8.3,2.6,25.9,0.0,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,True,False,False,0.21176470588235294,0.0,0.0,0.5135294117647059
biscuit with egg bacon,458,31.1,8.0,13.4,7.5,28.6,3.3,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,0.0611353711790393,0.0,0.028820960698689956,0.6111353711790394
pupusas con queso,300,15.5,7.6,4.0,1.8,26.2,1.4,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.09333333333333334,0.0,0.018666666666666665,0.465
apple croissant,145,5.0,2.8,1.4,0.4,21.1,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.19310344827586207,0.0,0.0,0.3103448275862069
refried red beans,336,16.1,2.2,3.9,10.2,36.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.08333333333333333,0.0,0.0,0.43125
tostada with guacamole,180,11.6,4.9,4.2,1.5,16.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.15555555555555556,0.0,0.0,0.58
chicken sandwich,468,20.9,4.0,8.4,5.9,39.1,6.8,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.05982905982905983,0.0,0.05811965811965812,0.40192307692307694
fried rice,228,3.2,0.7,0.8,1.3,43.4,0.6,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.12280701754385964,0.0,0.010526315789473684,0.12631578947368421
pupusas del cerdo,283,12.7,3.9,4.8,2.7,28.1,1.8,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0989399293286219,0.0,0.025441696113074206,0.403886925795053
turkey pot pie,699,34.9,11.4,13.7,5.5,70.3,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.04005722460658083,0.0,0.0,0.44935622317596563
cheese croissant,331,16.7,8.5,5.2,1.9,37.6,9.1,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,True,False,False,0.2175226586102719,0.0,0.10996978851963746,0.4540785498489425
chimichanga with beef,425,19.7,8.5,8.1,1.1,42.8,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.06588235294117648,0.0,0.0,0.41717647058823526
french toast with butter,178,9.4,3.9,3.5,1.2,18.0,0.0,Dairy & Cheese,7.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,False,False,0.15730337078651685,0.0,0.0,0.47528089887640457
ham egg cheese sandwich,347,16.3,7.4,5.7,1.7,30.9,0.0,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,False,False,0.207492795389049,0.0,0.0,0.42276657060518735
english muffin with butter,189,5.8,2.4,1.5,1.3,30.4,0.0,Dairy & Cheese,7.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,False,False,0.14814814814814814,0.0,0.0,0.27619047619047615
savoury noodle one pan dinner tandaco,172,1.2,0.5,32.9,3.6,5.5,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.16279069767441862,0.0,0.0,0.0627906976744186
ham cheese sandwich,352,15.5,6.4,6.7,1.4,33.3,0.0,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,False,False,0.20454545454545456,0.0,0.0,0.3963068181818182
sweet gefilte fish,35,0.7,0.2,0.3,0.1,3.1,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,0.8,0.0,0.0,0.18
poached egg,72,4.7,1.6,1.8,1.0,0.4,0.2,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,True,True,False,0.3888888888888889,0.0,0.011111111111111112,0.5875
tostada with beef cheese,315,16.3,10.4,3.3,1.0,22.8,0.0,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,False,False,0.22857142857142856,0.0,0.0,0.46571428571428575
tostada with beans cheese,223,9.9,5.4,3.1,0.7,26.5,0.0,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,True,False,False,0.32286995515695066,0.0,0.0,0.3995515695067265
pork tamale,247,12.8,3.8,4.6,2.9,22.4,0.7,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.11336032388663968,0.0,0.011336032388663967,0.46639676113360323
nachos with cheese,274,17.2,1.7,11.2,4.0,27.9,1.7,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,True,False,False,0.26277372262773724,0.0,0.024817518248175182,0.564963503649635
pulled pork in barbecue sauce,418,11.0,3.5,4.5,1.9,46.7,37.8,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.06698564593301436,0.0,0.3617224880382775,0.23684210526315788
baked potato with cheese sauce,474,28.7,10.6,10.7,6.0,46.5,0.0,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,True,False,False,0.1518987341772152,0.0,0.0,0.5449367088607595
baked beans,310,10.3,3.9,4.3,1.5,43.3,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.09032258064516129,0.0,0.0,0.29903225806451617
arroz con frijoles,220,5.6,1.1,1.3,2.3,35.6,1.3,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.12727272727272726,0.0,0.023636363636363636,0.2290909090909091
taco with beef cheese lettuce,156,8.8,3.0,3.0,2.1,13.7,0.6,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,False,False,0.46153846153846156,0.0,0.015384615384615384,0.5076923076923077
burrito with beans cheese beef,165,6.6,3.6,2.2,0.5,19.8,0.0,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,False,False,0.43636363636363634,0.0,0.0,0.36
egg mix,30,2.2,0.8,0.8,0.4,0.098,0.091,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,True,True,False,0.9333333333333333,0.0,0.012133333333333333,0.66
falafel,57,3.0,0.4,1.7,0.7,5.4,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,0.49122807017543857,0.0,0.0,0.47368421052631576
taco salad with chili con carne,193,8.8,4.0,3.0,1.0,17.7,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.14507772020725387,0.0,0.0,0.41036269430051814
wonton wrappers,93,0.5,0.022,0.033,0.2,18.5,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,False,False,0.3010752688172043,0.0,0.0,0.04838709677419355
hushpuppies,512,20.5,3.2,5.0,11.0,69.9,3.1,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0546875,0.0,0.02421875,0.3603515625
chicken pot pie,598,34.6,12.6,11.9,8.3,57.3,7.2,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.046822742474916385,0.0,0.048160535117056855,0.5207357859531773
general tsos chicken,1578,87.5,14.8,20.8,40.1,128.3,62.1,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.017743979721166033,0.0,0.1574144486692015,0.4990494296577947
burrito with beans cheese,379,11.2,4.3,2.3,4.1,57.8,3.2,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,True,False,False,0.18997361477572558,0.0,0.033773087071240104,0.26596306068601583
vegetarian fillets,247,15.3,2.4,3.7,7.9,7.7,0.7,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,True,False,0.11336032388663968,0.0,0.011336032388663967,0.5574898785425102
biscuit with egg sausage,505,33.6,10.4,16.2,4.8,34.1,1.5,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.055445544554455446,0.0,0.011881188118811881,0.5988118811881189
chicken chow mein,513,16.9,3.0,3.7,7.4,50.1,10.5,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.05458089668615984,0.0,0.08187134502923976,0.2964912280701754
fruit burrito,231,9.5,4.6,3.4,1.1,35.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.12121212121212122,0.0,0.0,0.37012987012987014
arroz con leche,369,9.3,4.8,2.6,1.1,63.0,38.6,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.07588075880758807,0.0,0.4184281842818428,0.22682926829268293
caramel custard flan,444,12.3,5.5,3.9,1.2,69.7,70.8,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,0.06306306306306306,0.0,0.6378378378378378,0.24932432432432433
gelatin dessert,167,0.0,0.0,0.0,0.0,38.3,36.4,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.16766467065868262,0.0,0.8718562874251496,0.0
chocolate milk dessert,229,1.4,0.8,0.5,0.084,51.6,51.6,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,False,False,0.1222707423580786,0.0,0.9013100436681223,0.055021834061135366
chocolate mousse,338,24.0,13.7,7.5,1.3,24.1,22.2,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.08284023668639054,0.0,0.26272189349112424,0.6390532544378699
dulce de leche,60,1.4,0.9,0.4,0.063,10.5,9.5,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,False,False,0.4666666666666667,0.0,0.6333333333333333,0.21
apple crisp,454,9.7,1.9,3.8,3.2,87.0,55.5,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.06167400881057269,0.0,0.4889867841409692,0.19229074889867842
spinach spaghetti cooked,182,0.9,0.1,0.1,0.4,36.6,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.15384615384615385,0.0,0.0,0.04450549450549451
corn pasta cooked,176,1.0,0.1,0.3,0.5,39.1,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.1590909090909091,0.0,0.0,0.05113636363636364
spaghetti with meat sauce,255,2.9,1.0,0.9,0.9,43.1,7.4,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.10980392156862745,0.0,0.11607843137254903,0.10235294117647058
pasta with meatballs in tomato sauce,273,13.0,5.0,5.7,0.9,28.3,7.2,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.10256410256410256,0.0,0.1054945054945055,0.42857142857142855
cheese tortellini,332,7.8,3.9,2.2,0.5,50.8,1.0,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,True,False,False,0.21686746987951808,0.0,0.012048192771084338,0.21144578313253012
pasta with sliced franks in tomato sauce,227,6.0,2.5,2.5,1.0,32.0,8.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.12334801762114538,0.0,0.14096916299559473,0.23788546255506607
lasagna,166,6.1,2.9,2.2,0.5,18.9,3.8,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.1686746987951807,0.0,0.09156626506024096,0.33072289156626505
macaroni cheese,310,9.4,3.1,4.2,2.0,43.7,3.0,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,True,False,False,0.23225806451612904,0.0,0.03870967741935484,0.27290322580645165
vegetable lasagna,316,13.7,5.5,3.3,2.6,32.2,5.8,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.08860759493670886,0.0,0.07341772151898734,0.3901898734177215
spinach egg noodles cooked,211,2.5,0.6,0.8,0.6,38.8,1.1,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,0.13270142180094788,0.0,0.02085308056872038,0.1066350710900474
cheese lasagna,316,13.0,5.1,3.8,2.5,33.6,10.3,Dairy & Cheese,18.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,True,False,False,0.22784810126582278,0.0,0.13037974683544304,0.370253164556962
pasta with tomato sauce,176,1.8,0.4,0.3,0.5,35.1,10.1,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.1590909090909091,0.0,0.22954545454545452,0.09204545454545454
spinach pasta cooked,37,0.3,0.078,0.073,0.043,7.1,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,False,False,0.7567567567567568,0.0,0.0,0.07297297297297296
vegetable chicken soup,166,4.8,1.4,2.2,1.0,21.1,3.4,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.1686746987951807,0.0,0.0819277108433735,0.26024096385542167
bean ham soup,198,2.5,0.6,1.0,0.7,33.5,7.8,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.1414141414141414,0.0,0.15757575757575756,0.11363636363636363
cream of chicken soup,227,14.5,4.3,5.2,2.7,18.0,1.4,Dairy & Cheese,7.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.12334801762114538,0.0,0.02466960352422907,0.5748898678414097
tomato soup canned,139,3.3,1.8,0.8,0.3,22.6,16.5,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.2014388489208633,0.0,0.4748201438848921,0.21366906474820144
egg drop soup,65,1.5,0.4,0.5,0.3,10.3,0.2,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,True,False,False,0.4307692307692308,0.0,0.012307692307692308,0.2076923076923077
scotch broth,197,6.4,2.7,1.9,1.3,23.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.14213197969543148,0.0,0.0,0.2923857868020305
cream of onion soup,268,12.8,3.6,5.1,3.5,31.7,11.1,Dairy & Cheese,7.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,False,False,0.1044776119402985,0.0,0.16567164179104477,0.4298507462686567
chicken broth dry,10,0.2,0.055,0.013,0.069,1.1,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,2.8,0.0,0.0,0.18
vegetable soup with beef broth,162,3.8,0.9,1.1,1.6,26.3,4.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.1728395061728395,0.0,0.09876543209876543,0.21111111111111108
chili with beans canned,287,14.1,6.0,6.0,0.9,30.5,3.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0975609756097561,0.0,0.041811846689895474,0.44216027874564456
beef noodle soup,168,6.2,2.3,2.5,1.0,17.9,5.2,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.16666666666666666,0.0,0.12380952380952381,0.3321428571428572
consomme dry,17,0.2,0.0,0.0,0.0,1.9,1.1,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True,False,1.6470588235294117,0.0,0.25882352941176473,0.10588235294117647
chicken mushroom soup,126,6.1,1.6,2.7,1.5,15.1,1.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,False,False,0.2222222222222222,0.0,0.031746031746031744,0.4357142857142857
beef vegetable soup,120,2.9,1.0,0.7,0.9,15.4,3.1,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,False,False,0.23333333333333334,0.0,0.10333333333333333,0.21749999999999997
black bean soup,234,3.4,0.9,1.2,1.1,39.6,6.4,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.11965811965811966,0.0,0.1094017094017094,0.13076923076923075
split pea soup with ham bacon,189,3.1,0.9,1.2,0.6,28.6,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.14814814814814814,0.0,0.0,0.14761904761904762
cream of mushroom soup,199,13.4,2.4,3.1,7.3,17.1,1.0,Dairy & Cheese,7.0,0.0,0.05,30.0,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,False,False,0.1407035175879397,0.0,0.020100502512562814,0.6060301507537689
green pea soup,320,5.7,2.7,1.9,0.7,51.7,16.7,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.0875,0.0,0.20875,0.16031250000000002
chicken broth soup,78,2.6,0.8,1.2,0.6,1.9,0.9,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,0.358974358974359,0.0,0.046153846153846156,0.30000000000000004
chicken mushroom chowder soup,431,23.7,6.2,4.5,9.4,38.3,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.06496519721577726,0.0,0.0,0.49489559164733177
chicken dumplings soup,235,13.4,3.2,6.1,3.2,14.7,1.4,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.11914893617021277,0.0,0.02382978723404255,0.5131914893617021
chicken vegetable soup,148,5.6,1.7,2.5,1.2,17.0,3.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.1891891891891892,0.0,0.08108108108108109,0.3405405405405405
turkey vegetable soup,72,3.0,0.9,1.3,0.7,8.6,2.6,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,False,False,0.3888888888888889,0.0,0.14444444444444446,0.375
wonton soup,71,0.6,0.1,0.2,0.2,11.7,0.8,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,False,False,0.39436619718309857,0.0,0.04507042253521127,0.07605633802816901
beef stock,31,0.2,0.003,0.1,0.005,2.9,1.3,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,True,False,0.9032258064516129,0.0,0.16774193548387098,0.05806451612903226
mushroom barley soup,186,5.5,1.1,2.4,1.7,29.3,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.15053763440860216,0.0,0.0,0.2661290322580645
gazpacho soup,70,0.4,0.008,0.059,0.1,6.6,2.2,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,False,False,0.4,0.0,0.12571428571428572,0.05142857142857143
beef mushroom soup,186,7.3,3.7,3.1,0.3,15.9,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.15053763440860216,0.0,0.0,0.35322580645161294
chicken rice soup,127,3.2,1.0,1.4,0.7,13.0,1.4,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,False,False,0.2204724409448819,0.0,0.04409448818897638,0.22677165354330708
pepperpot soup,100,4.5,2.0,2.0,0.3,9.1,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,False,False,0.28,0.0,0.0,0.405
vegetable soup,149,4.0,0.6,1.7,1.5,24.6,7.9,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.18791946308724833,0.0,0.2120805369127517,0.24161073825503357
chili beef soup,308,6.7,3.3,2.7,0.2,49.6,13.4,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.09090909090909091,0.0,0.17402597402597403,0.1957792207792208
chicken soup,174,6.5,1.9,2.9,1.3,16.9,2.1,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.16091954022988506,0.0,0.04827586206896552,0.33620689655172414
bean with frankfurters soup,188,7.0,2.1,2.7,1.7,22.0,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.14893617021276595,0.0,0.0,0.3351063829787234
pea soup,161,2.8,1.4,1.0,0.4,25.6,8.3,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.17391304347826086,0.0,0.20621118012422363,0.15652173913043477
turkey soup,135,4.4,1.2,1.8,1.1,14.1,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,0.2074074074074074,0.0,0.0,0.29333333333333333
stockpot soup,201,7.8,1.7,2.0,3.5,23.1,0.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,False,False,False,0.13930348258706468,0.0,0.0,0.3492537313432836
hot sour soup,91,2.8,0.5,0.7,0.7,10.1,1.0,Dairy & Cheese,7.0,0.0,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,False,False,0.3076923076923077,0.0,0.04395604395604396,0.27692307692307694
